name,name_th,category,area,phone,website,address,hours,google_rating,google_reviews,lat,lng,source,VERIFIED (Y/N),CORRECT PHONE,OWNER NAME,LINE ID,WANTS TO JOIN (Y/N),NOTES
Royal Paradise Hotel,,Hotel,Patong,,,,,,,7.89507,98.30016,osm,,,,,,
Royal Phuket Marina,,Marina & charters,Koh Kaew,,https://www.royalphuketmarina.com,,,,,7.9668,98.39156,osm,,,,,,
Royal Prince Residence,,Hotel,Patong,0627758784,https://www.airbnb.com/users/24133108/listings,66/38 Soi Wirakit Patong Beach Phuket,,,,7.89114,98.30319,osm,,,,,,
Royal Thai,,Hotel,Patong,,,,,,,7.88704,98.29102,osm,,,,,,
Royal Vista Hotel,,Hotel,Patong,+66656947745,,"35/22-23 Rat-U-Thid 200 Pee Road, Patong",,,,7.90198,98.30068,osm,,,,,,
Ruam Thep Inn,,Hotel,Kata,,,,,,,7.83014,98.29495,osm,,,,,,
ruanbubpha3 massage and beauty,,Massage & spa,Airport,,,,,,,8.10013,98.30726,osm,,,,,,
Ruen Thong,,Restaurant,Patong,,,,,,,7.90759,98.29778,osm,,,,,,
Ruentai Boutique,,Hotel,Airport,+66 64 027 4445,,,,,,8.1001,98.30953,osm,,,,,,
Rum Chapel,,Restaurant,Paklok,,,,,,,8.05692,98.45807,osm,,,,,,
Rungnapha,,Restaurant,Kamala,,,Rim Hat Road,,,,7.94978,98.28066,osm,,,,,,
Runway Café and Bar,,Restaurant,Nai Yang,,,168 สาคู,Mo-Su 08:30-22:00,,,8.09486,98.30543,osm,,,,,,
Russell Sunset Bar,,Bar,Cape Panwa,,,31/28 Soi Aonui,Mo-Su 18:00-01:00,,,7.80559,98.40582,osm,,,,,,
Rustic Eatery and Bar,,Restaurant,Patong,,,,Mo-Su 07:00-23:00,,,7.88609,98.29003,osm,,,,,,
Rustic Eatery Bar,,Bar,Patong,,,,,,,7.8863,98.29,osm,,,,,,
Ruxxa Design Hotel,,Hotel,Karon,,,,,,,7.84822,98.2939,osm,,,,,,
RX,,Pharmacy,Patong,,,,Mo-Su 09:00-00:00,,,7.88998,98.2961,osm,,,,,,
Rym,,Café,Old Town,,,,,,,7.88494,98.38731,osm,,,,,,
S2 Airport Residence,,Hotel,Airport,+66869492768,,,,,,8.10098,98.3055,osm,,,,,,
Sab Nua Restaurant,,Restaurant,Phuket Town,0822862062,,,Mo-Su 10:30-23:00,,,7.88301,98.39764,osm,,,,,,
Sabai,,Massage & spa,Nai Yang,,,,,,,8.09702,98.30607,osm,,,,,,
Sabai Beach,,Restaurant,Patong,,,,,,,7.89578,98.31094,osm,,,,,,
Sabai Beach Restaurant,,Restaurant,Patong,,,,,,,7.8976,98.2959,osm,,,,,,
Sabai Corner sea view restaurant & bar,,Restaurant,Nai Harn,,,,Mo-Su 10:00-22:00,,,7.79138,98.29246,osm,,,,,,
Sabai jah Massage,,Beauty & spa,Patong,,,,,,,7.89631,98.29671,osm,,,,,,
Sabai massage,,Massage & spa,Rawai,,,,10:00-23:00,,,7.77283,98.32271,osm,,,,,,
Sabai nails & more,,Beauty & spa,Rawai,,,,,,,7.77279,98.32265,osm,,,,,,
Sabai Resort,,Hotel,Bang Tao,,,,,,,8.0027,98.30788,osm,,,,,,
Sabai Sabai,,Beauty & spa,Kata,+66 76 390 819,,,Mo-Su 09:30-24:00,,,7.82386,98.29829,osm,,,,,,
Sabaijai,,Restaurant,Karon,+66 80 519 6665,,,"Mo-Su 10:30-15:30,17:00-21:30",,,7.85289,98.29475,osm,,,,,,
SabaiJai D,,Massage & spa,Patong,+66869436555,https://www.patong-mansion.com/welcome-to-sabaijai-d-massage/,29/98 Soi Prasertsub 1 - Ratchapathanuson Road Patong Beach,Mo-Su 10:00-22:00,,,7.89903,98.30446,osm,,,,,,
Sabi Restaurant,Sabays,Restaurant,Bang Tao,,,,,,,8.01858,98.31132,osm,,,,,,
Sabri,,Massage & spa,Patong,,,,,,,7.89789,98.30179,osm,,,,,,
Sacramonte cafe,,Café,Karon,,,,,,,7.84659,98.29844,osm,,,,,,
Safari Beach Hotel,,Hotel,Patong,,,,,,,7.89449,98.29566,osm,,,,,,
Sai Rougn Residence สายรุ้งเรสสิเด้นท์,,Hotel,Patong,,,,,,,7.87883,98.29445,osm,,,,,,
Sak Massage,,Massage & spa,Bang Tao,,,,,,,8.02527,98.33374,osm,,,,,,
Sakura food and drink,,Café,Chalong,,,,,,,7.85286,98.34693,osm,,,,,,
Sala Bua,,Restaurant,Karon,,,,,,,7.83481,98.29848,osm,,,,,,
Sala Mexicali,,Restaurant,Chalong,0814760380,https://www.salamexicali.com/,,Mo-Su 10:00-22:00,,,7.83829,98.34904,osm,,,,,,
Salad Diary,,Restaurant,Rawai,,http://thetitlephuket.wix.com/thetitlephuket,,07:00-17:00,,,7.77204,98.32105,osm,,,,,,
SalaDee Gallery Residence,,Hotel,Patong,+66 76 292 738,saladee.com,205/5 Rat-U-Thit 200 Pee Road,,,,7.89014,98.29659,osm,,,,,,
Salalloy Seafood,,Restaurant,Rawai,,,,,,,7.77454,98.32566,osm,,,,,,
Salaloy seafood,,Restaurant,Rawai,,,,,,,7.77451,98.32576,osm,,,,,,
Salathai Resort,,Hotel,Patong,,,,,,,7.8971,98.29768,osm,,,,,,
Saloma,,Massage & spa,Patong,,,,,,,7.89448,98.2951,osm,,,,,,
Salt & Pepper,,Restaurant,Kamala,,,Rim Hat Road,,,,7.95024,98.28046,osm,,,,,,
Sam Chor,,Restaurant,Patong,,,,24/7,,,7.89628,98.30282,osm,,,,,,
Sam Pee Nong Restaurant & Hat Yai Fried Chicken,,Restaurant,Patong,,https://maps.app.goo.gl/TjVeRXfFDefgJEDZA,32/3 Prachanukhro Rd Patong,,,,7.88277,98.29479,osm,,,,,,
SAM Restaurant,,Restaurant,Rawai,,,,,,,7.76866,98.31744,osm,,,,,,
Sam's indian Restaurant Kamala Phuket,,Restaurant,Kamala,+66837052300,https://sams.abhis.vip/,100/19 moo 3 soi 12 kamala,Mo-Su 09:00-21:00,,,7.96146,98.2865,osm,,,,,,
Sam's Steaks & Grill,,Restaurant,Patong,,,,,,,7.88868,98.29255,osm,,,,,,
San Antonio,,Restaurant,Kata,+66 97 230 0983,,,,,,7.82484,98.2975,osm,,,,,,
San Sabai Patong Resort,,Hotel,Patong,+66 76 343 255,,,,,,7.89275,98.3002,osm,,,,,,
Sanam Ging Merit base (vegan),,Street food,Nai Yang,,,,,,,8.09422,98.30542,osm,,,,,,
Sand Bar,,Bar,Old Town,,,,,,,7.90231,98.36262,osm,,,,,,
Sandwich box,,Café,Karon,,,,,,,7.83408,98.29618,osm,,,,,,
Sandy House,,Guesthouse,Koh Kaew,,,,,,,7.91922,98.3969,osm,,,,,,
Sangchan,,Pharmacy,Karon,+66 76 396 269,,,Mo-Su 10:00-23:00,,,7.84854,98.2936,osm,,,,,,
Sanook Restaurant,,Restaurant,Bang Tao,,,,,,,8.02873,98.29563,osm,,,,,,
Sanset garden heuse,,Café,Nai Harn,,,,,,,7.76248,98.30631,osm,,,,,,
Santiphap,,Hotel,Chalong,,,,,,,7.84985,98.35626,osm,,,,,,
Santosa Detox & Wellness Center,,Restaurant,Kata,+6676330600,https://www.santosaphuket.com,,,,,7.81783,98.31312,osm,,,,,,
Sanuk Bungalows,,Hotel,Rawai,,,,,,,7.77727,98.31851,osm,,,,,,
Sapphire Villa,,Hotel,Nai Harn,+66 76 613 244,sapphire-villa.com,,,,,7.78555,98.30694,osm,,,,,,
Sarita Mansion,,Hotel,Phuket Town,,,,,,,7.87433,98.38863,osm,,,,,,
Sati,,Massage & spa,Surin,,,,,,,7.97956,98.28007,osm,,,,,,
Saturdays Residence by Brown Starling,,Hotel,Rawai,+66915536614,,,,,,7.80413,98.33094,osm,,,,,,
Save Drug,,Pharmacy,Patong,,,,10:00-23:00,,,7.89022,98.30086,osm,,,,,,
Savoey,,Restaurant,Patong,,,,,,,7.89426,98.29554,osm,,,,,,
Sawasdee,,Restaurant,Cape Panwa,+66655475448,,,Mo-Su 11:00-23:00,,,7.80604,98.40534,osm,,,,,,
Sawasdee Village Resort,,Hotel,Kata,,,,,,,7.82143,98.30085,osm,,,,,,
SB Plaza,,Market,Patong,,,,,,,7.89157,98.29831,osm,,,,,,
Scuba Market Thailand,,Diving,Kata,,,,,,,7.82014,98.30627,osm,,,,,,
Scuba Quest,,dive_centre,Kamala,+66 87 8840129,https://www.divingkamala.com,121/7 Rim Hat Road Kamala Beach,Mo-Su 09:00-21:00,,,7.94973,98.28002,osm,,,,,,
Sea Almond,,Restaurant,Nai Yang,,,,,,,8.08908,98.29742,osm,,,,,,
Sea Beach Inn,,Hotel,Karon,,https://www.seabeachinn.com,,,,,7.84801,98.29351,osm,,,,,,
Sea Breeze,,Restaurant,Karon,+66 61 814 6432,,,Mo-Su 10:00-22:00,,,7.84258,98.29533,osm,,,,,,
Sea Breeze Bungalows,,Hotel,Kata,,,,,,,7.81424,98.30022,osm,,,,,,
Sea Breeze Inn,,Guesthouse,Karon,,,,,,,7.84979,98.29516,osm,,,,,,
Sea Calm Cafe & Bistro,,Café,Airport,,,,,,,8.10183,98.30297,osm,,,,,,
Sea Front Home,,Hotel,Patong,,,,,,,7.90201,98.30096,osm,,,,,,
Sea Hotel,,Guesthouse,Kamala,,,,,,,7.94713,98.29864,osm,,,,,,
Sea oak,,Café,Nai Harn,,,,,,,7.77726,98.30577,osm,,,,,,
Sea Pearl Villas & Spa Resort,,Hotel,Patong,,,,,,,7.90485,98.31352,osm,,,,,,
Sea Shell Bar,,Bar,Kata,,,,,,,7.81997,98.30212,osm,,,,,,
Sea Star Bar,,Bar,Kata,,,,,,,7.82005,98.30079,osm,,,,,,
Sea Sun Sand Resort & Spa,,Hotel,Patong,+66 76 343 231,http://seasunsandresort.com/,254 Prabaramee Road Patong,,,,7.90629,98.30002,osm,,,,,,
Sea View,,Bar,Patong,,,,,,,7.88727,98.29135,osm,,,,,,
Sea-U,,Restaurant,Airport,,,,,,,8.10102,98.30638,osm,,,,,,
seafood,,Restaurant,Rawai,,,,,,,7.77423,98.32564,osm,,,,,,
Seafood at Trisara(SAT),,Restaurant,Bang Tao,076 310 100,https://trisara.com/dining-experiences/,"60/1 Moo 6, Srisoonthorn Road, Cherngtalay, Thalang Phuket",18:00-22:30,,,8.03575,98.27589,osm,,,,,,
Seafood Phutawan,,Restaurant,Nai Yang,,,,,,,8.06303,98.27808,osm,,,,,,
Seafood Station,,Restaurant,Chalong,,,,,,,7.86548,98.34835,osm,,,,,,
Seafood swing,,Restaurant,Kata,,,,,,,7.81574,98.30593,osm,,,,,,
SeaHorse Hotel Phuket,,Hotel,Patong,+6676295502,,189/7 Rad U thit 200 Rd Patong Beach Phuket,,,,7.89014,98.29759,osm,,,,,,
Seal,,Bar,Karon,+66 76 363 050,,,,,,7.84429,98.29457,osm,,,,,,
Sealay Sea Space,,Restaurant,Phuket Town,,,,Mo-Su 11:00-22:00,,,7.87614,98.42959,osm,,,,,,
Seashell museum,,Museum,Rawai,,,,,,,7.78291,98.32851,osm,,,,,,
Seaside,,Restaurant,Kata,,,,Mo-Su 10:00-20:00,,,7.80536,98.29968,osm,,,,,,
Seaside Terrace,,Restaurant,Patong,,,,,,,7.88762,98.29177,osm,,,,,,
Seasonal Tastes,,Restaurant,Phuket Town,,,,,,,7.87223,98.42942,osm,,,,,,
Seaview Bar,,Bar,Nai Yang,,,,,,,8.06039,98.27785,osm,,,,,,
seaview cottage hotel,,Guesthouse,Cape Panwa,,,,,,,7.81573,98.3992,osm,,,,,,
Seaview Patong Hotel ซีวิวป่าตอง โฮเต็ล,,Hotel,Patong,,,,,,,7.88549,98.28826,osm,,,,,,
Seaview Residence(ซีวิวเรสซิเดนส์),,Hotel,Kata,,,,,,,7.80988,98.29962,osm,,,,,,
Secret Cliff,,Restaurant,Karon,,,,,,,7.86048,98.28453,osm,,,,,,
Secret Cliff reception,,Hotel,Karon,,,,,,,7.86065,98.28412,osm,,,,,,
Secret Cliff Resort,,Hotel,Karon,,,,,,,7.86095,98.28424,osm,,,,,,
Seduction Nightclub,,Nightlife,Patong,,,70/3 Bangla Road,Mo-Su 22:00-04:00,,,7.89319,98.29799,osm,,,,,,
Seeka Boutique Resort,,Hotel,Patong,,,,,,,7.88103,98.29797,osm,,,,,,
SEK COFFEE,,Café,Cherngtalay,,,,Mo-Sa 06:00-15:00,,,7.99447,98.30703,osm,,,,,,
Selina Serenity Rawai Pukhet,,Hotel,Rawai,,https://www.selina.com/thailand/phuket/,,24/7,,,7.80113,98.33669,osm,,,,,,
Semicolon,,Café,Cherngtalay,+66 81 061 6403,,190/3,Mo-Su 08:00-20:00,,,7.97595,98.3348,osm,,,,,,
Sense of Yanui,,Hotel,Nai Harn,,,,,,,7.768,98.30816,osm,,,,,,
Serenity Residence Lakeview,,Hotel,Kathu,,,,,,,7.91582,98.32838,osm,,,,,,
Seven Seas Hotel Отель,,Hotel,Patong,,,,,,,7.90708,98.29838,osm,,,,,,
SF Pizza,,Street food,Paklok,,,,,,,7.99045,98.3741,osm,,,,,,
Shabu Kong&Grill Kong,,Restaurant,Old Town,,,2/1 หมู่ 4 วิรัตน์หงษ์หยก Phuket,,,,7.88153,98.36466,osm,,,,,,
Shabushi,,Restaurant,Patong,076-366765,https://www.oishifood.com/restaurant/shabushi/,193 ถนนราษฎร์อุทิศ200ปี,10:00-22:00,,,7.89181,98.29942,osm,,,,,,
Shakers,,Restaurant,Rawai,,,,Mo-Su 12:00-23:00,,,7.78248,98.31642,osm,,,,,,
Shameena,,Restaurant,Nai Yang,,,,18:00-,,,8.05922,98.27812,osm,,,,,,
Shanaya Beach Resort & Spa,,Hotel,Patong,,,,,,,7.89831,98.29713,osm,,,,,,
Sharks bites,,Restaurant,Rawai,,,,,,,7.79245,98.32387,osm,,,,,,
Shaverma Gang,,Street food,Rawai,,,,,,,7.78237,98.31673,osm,,,,,,
Shelter,,Café,Old Town,,,,,,,7.88858,98.3701,osm,,,,,,
shine bar and pizza,,Bar,Patong,,,,,,,7.8841,98.2822,osm,,,,,,
Shine Spa,,Hotel,Cape Panwa,,,,,,,7.81324,98.38937,osm,,,,,,
Shipwreck,,Bar,Patong,,,,,,,7.89383,98.29571,osm,,,,,,
Shiro,,Restaurant,Chalong,,,,,,,7.83088,98.34117,osm,,,,,,
Shishka Lounge,,Bar,Chalong,,,,,,,7.82432,98.33741,osm,,,,,,
Shooting Range,,Gym & fitness,Nai Harn,0880498888,https://phuketshooting.com,,Mo-Su 07:00-20:00,,,7.79614,98.31063,osm,,,,,,
Shopping Paradise,,Market,Patong,,,,,,,7.8869,98.29554,osm,,,,,,
Shukuji Japanese Restaurant,,Restaurant,Old Town,,,23/13 ถนนประชาอุทิศ1 รัษฎา,mo-su 12.00-22.00,,,7.90883,98.37033,osm,,,,,,
Shun Sushi,,Restaurant,Old Town,,,,,,,7.90026,98.3679,osm,,,,,,
Siam Cafe' Sandwich & Guesthouse,,Restaurant,Rawai,+66 076 602 851,,"12/34 Moo 2, Wiset Road Rawai, Phuket",24/7,,,7.78359,98.32923,osm,,,,,,
Siam Herbs Extra Virgin,,Souvenirs & gifts,Patong,0868880600,,Phisit Kapani Road,,,,7.89823,98.31053,osm,,,,,,
Siam Ladana,,Souvenirs & gifts,Kamala,,,75/23 Rim Hat Road,,,,7.95025,98.28071,osm,,,,,,
Siam Niramit,,Vehicle rental,Karon,,,,,,,7.84871,98.29399,osm,,,,,,
Siam Noodles,,Café,Old Town,,,,,,,7.88507,98.38744,osm,,,,,,
Siam Palm Residence,,Hotel,Patong,,,,,,,7.90058,98.2998,osm,,,,,,
Siam Smile,,Restaurant,Kata,+66 76 330 623,,,Mo-Su 10:00-23:00,,,7.80722,98.2999,osm,,,,,,
Siam Supper Club,,Restaurant,Bang Tao,+6676270936,https://siamsupperclub.com,"36-40 Lagoon Road, Чернгталай",Mo-Su 18:00-01:00,,,7.99513,98.30571,osm,,,,,,
Siam Thai,Siam Thai Restaurant,Restaurant,Patong,+66825593005,,64/35 Soi Kep Sab,Mo-Su 10:00-02:00,,,7.88903,98.29448,osm,,,,,,
Siam Villas Phuket,,Hotel,Chalong,,,,,,,7.85395,98.34501,osm,,,,,,
Siam Wake Club,,Gym & fitness,Airport,+66886208036,,,,,,8.11421,98.34198,osm,,,,,,
Siamese massage,,Massage & spa,Karon,,,ถนนปฏัก,Mo-Su 09:00-00:00,,,7.84519,98.29882,osm,,,,,,
Sienna Rocks Cafe,,Café,Kamala,,,,,,,7.95003,98.27467,osm,,,,,,
Sila apartments,Sila apartment,Hotel,Cherngtalay,+66862749513,https://www.facebook.com/silaapartment,161 Soi Bang Thao 9,,,,7.98011,98.29978,osm,,,,,,
Silk Restaurant and Bar,,Restaurant,Kamala,6676338777,,15 Moo 6,Mo-Sa 11:00-22:00,,,7.94905,98.27503,osm,,,,,,
Silmie,,Restaurant,Bang Tao,,,,Mo-Su 09:00-21:00,,,7.98668,98.28776,osm,,,,,,
Silver Resortel,,Hotel,Patong,,,,,,,7.89775,98.29739,osm,,,,,,
simmy bar&restaurante,,Restaurant,Bang Tao,,,Soi Bangtao 4/1,,,,7.99511,98.30484,osm,,,,,,
Sino Café,,Café,Old Town,,https://www.thedometennisclub.com/courts,,,,,7.88711,98.36061,osm,,,,,,
Sino House,,Hotel,Phuket Town,,,,,,,7.88667,98.39361,osm,,,,,,
Sino Inn Phuket Hotel,,Hotel,Old Town,+6676234423,,,,,,7.88806,98.38051,osm,,,,,,
Sinthavee Hotel,,Hotel,Phuket Town,,,,,,,7.88358,98.38985,osm,,,,,,
Sira Boutique Residence,,Hotel,Patong,,,41/20 Phrabaramee Phuket,,,,7.90171,98.30731,osm,,,,,,
Sira Residence Hotel,,Hotel,Patong,+6676540991,,41/20 Phrabaramee Rd,24/7,,,7.90165,98.30734,osm,,,,,,
Sirada,,Massage & spa,Kata,+66 99 356 1594,,,Mo-Su 09:30-23:00,,,7.82109,98.29989,osm,,,,,,
Siray Resort Bar,,Bar,Phuket Town,,,,,,,7.87529,98.42466,osm,,,,,,
Sirey garden coffee,,Café,Phuket Town,0834630503,,70/2 Srisuthat road koh sirey,24/7,,,7.88147,98.43687,osm,,,,,,
Sirikul Mansion,,Hotel,Airport,,,,,,,8.10361,98.30861,osm,,,,,,
Six Pack Cottage,,Hotel,Chalong,+66 89 652 0768;+66 81 435 2966,,,,,,7.85044,98.34686,osm,,,,,,
Sixory Coffee,,Café,Old Town,,,,,,,7.88539,98.3876,osm,,,,,,
SIXT,,Vehicle rental,Airport,,,,,,,8.10845,98.30855,osm,,,,,,
Sixteenth Naiyang Beach,,Hotel,Airport,,,,,,,8.10082,98.30609,osm,,,,,,
SK-11 Gym,,Gym & fitness,Kata,,,,,,,7.82468,98.30059,osm,,,,,,
Ska Bar,Ska Bar,Bar,Kata,,,,Mo-Su 10:00-22:00,,,7.81383,98.29828,osm,,,,,,
Sky,,Bar,Karon,,,,,,,7.8446,98.29552,osm,,,,,,
Sky Beach Inn,,Guesthouse,Karon,+66 81 569 1272,,,,,,7.8482,98.29351,osm,,,,,,
Sky Herb & Souvenir,,Souvenirs & gifts,Nai Yang,,,,Mo-Su 15:30-20:00;PH open,,,8.09277,98.30312,osm,,,,,,
Sky house,,Guesthouse,Karon,,,,,,,7.84825,98.29527,osm,,,,,,
skydance,,Tours & travel,Nai Yang,+66626783333,https://www.skydance.aero/,62/31-32 M. 3 T. Sakoo,,,,8.07757,98.30191,osm,,,,,,
Skyline adventure,,Attraction,Nai Harn,,,,,,,7.79247,98.30492,osm,,,,,,
Skywalk,,Café,Airport,,,,,,,8.11159,98.32161,osm,,,,,,
SL Massage,,Massage & spa,Nai Yang,,,,8:00-10:00,,,8.05649,98.27845,osm,,,,,,
Sleep at airport,,Hotel,Airport,+66 90 1117248,,80,24/7,,,8.09977,98.31507,osm,,,,,,
Slippery,,Nightlife,Patong,,,,,,,7.89429,98.29684,osm,,,,,,
Slowlife Beach,,Hotel,Nai Yang,+66 65 409 0749,,,,,,8.09272,98.30304,osm,,,,,,
Slumberland Brunch n Beans,,Café,Old Town,+66910395556,,21 Soi 3 ถนนบางกอก,Mo-Su 7:00-18:00,,,7.87865,98.38234,osm,,,,,,
SM Resort,,Hotel,Patong,,,,,,,7.87839,98.29122,osm,,,,,,
Small Shells,,Hotel,Patong,,,78/4 Nanai Soi 8 Patong Beach,7:00 - 21:00,,,7.88439,98.29606,osm,,,,,,
Small Thai,,Restaurant,Kata,,,ถนนโคกโตนด,,,,7.81597,98.30344,osm,,,,,,
Small view point,,Café,Kata,,,,,,,7.80233,98.30583,osm,,,,,,
Smart Tailor,,Tailor,Nai Yang,,,,,,,8.08667,98.30069,osm,,,,,,
Smigos,,Restaurant,Bang Tao,,,,,,,8.0078,98.29248,osm,,,,,,
Smile,,Restaurant,Karon,+66 76 363 050,,,Mo-Su 07:00-22:00,,,7.84401,98.2945,osm,,,,,,
Smile House,,Guesthouse,Karon,,,,,,,7.83293,98.29674,osm,,,,,,
Smile House Kata,,Hotel,Kata,,,,,,,7.82314,98.30025,osm,,,,,,
Smile Residence,,Hotel,Chalong,+66950942221,https://www.smileresidence-phuket.com,,,,,7.82279,98.3358,osm,,,,,,
Smith's gym,,Gym & fitness,Kata,,,,,,,7.81935,98.30821,osm,,,,,,
smo.ko house cafe,,Café,Kathu,,,,,,,7.93202,98.32321,osm,,,,,,
Smoke Bar,,Bar,Patong,,,,,,,7.89648,98.30067,osm,,,,,,
Snooze Inn Phuket,,Hotel,Paklok,076390911;0653985898,,,,,,8.05363,98.40894,osm,,,,,,
Snug Airportel,,Hotel,Airport,,,,,,,8.0995,98.30606,osm,,,,,,
So Thai spa Phuket privelege,,Massage & spa,Bang Tao,66650544045,http://sothaispa.com,"moo 5, Si Sunthon Road, Bang Tao Beach, ,",Mo-Su 10:00-22:00,,,7.9881,98.29725,osm,,,,,,
Sofia,,Café,Karon,,,,,,,7.83415,98.2976,osm,,,,,,
Sofia Massage,,Massage & spa,Rawai,+66 99 830 8440,,,10:00-22:00,,,7.77208,98.32132,osm,,,,,,
Soi Dog Foundation,Soi Dog,animal_shelter,Mai Khao,,https://www.soidog.org,,Mo-Fr 09:00-16:00,,,8.12829,98.3131,osm,,,,,,
Soitan BBQ,,Café,Patong,,,,,,,7.885,98.29539,osm,,,,,,
Solo Pasta,,Restaurant,Rawai,,,,,,,7.78513,98.31746,osm,,,,,,
Som,,Restaurant,Patong,,,,,,,7.91204,98.29473,osm,,,,,,
Som Tam Kit,,Restaurant,Kata,,,Kata-Sai Yuan Road,,,,7.81073,98.30183,osm,,,,,,
Som Tam Toh Kwen,,Restaurant,Rawai,,,,,,,7.7889,98.32909,osm,,,,,,
Som’s Kitchen,,Restaurant,Kamala,,,,,,,7.95166,98.28428,osm,,,,,,
Sometime บ่อตกกุ้ง ชิวชิว,,Restaurant,Old Town,0972963985,,89/5 ถนนกาญจนาอุทิศ รัษฎา,Mo-Su 11:00-02:00,,,7.90803,98.38478,osm,,,,,,
SomSak Cafe,,Café,Phuket Town,,,,,,,7.88603,98.39247,osm,,,,,,
Somsuk House,,Restaurant,Kata,+66 82 286 4345,,,Mo-Su 09:30-22:00,,,7.82929,98.29544,osm,,,,,,
Somtam Natakor,,Restaurant,Paklok,,,,,,,8.05924,98.40998,osm,,,,,,
Somtam Restaurant Halal,,Restaurant,Cherngtalay,,,,,,,7.97996,98.29449,osm,,,,,,
Sondrio,,Restaurant,Kamala,,,,,,,7.94608,98.28039,osm,,,,,,
Song Pee Nang,,Restaurant,Patong,,,,,,,7.88909,98.29452,osm,,,,,,
Song Pee Nong,,Restaurant,Patong,,,,,,,7.89097,98.29715,osm,,,,,,
Sonya t,Sonya tour,Tours & travel,Patong,+66 81 375 7332,,"132/4 ratchauthit 200 year, Amphoe Kathu",Mo-Su 12:00-21:00,,,7.8977,98.2997,osm,,,,,,
Sook jai thai,,Restaurant,Cape Panwa,,,,,,,7.81306,98.38978,osm,,,,,,
Sottovento restaurant,,Restaurant,Rawai,,,,,,,7.78224,98.31643,osm,,,,,,
Soul,,Restaurant,Karon,+66 62 480 4997,https://www.soulphuket.com/,,Mo-Su 09:00-21:30,,,7.84811,98.29371,osm,,,,,,
South Siam Guesthouse,,Guesthouse,Kata,,,"25 Ketkwan Road Kata Beach, Tambon Karon",,,,7.82146,98.30189,osm,,,,,,
Southern Curry,ครัวบางบา แกงใต้นคร ตรัง,Restaurant,Koh Kaew,,,,,,,7.9353,98.38168,osm,,,,,,
Southside,,Café,Rawai,,,,,,,7.77288,98.32277,osm,,,,,,
Souvenir Shop,,Souvenirs & gifts,Kata,,,,,,,7.82005,98.30058,osm,,,,,,
SP House Phuket,,Hotel,Kata,,sphousephuket.com,"27 ถนนประชานุเคราะห์ T.Karon, A.Muang, Phuket",,,,7.82766,98.29561,osm,,,,,,
Spa,,Beauty & spa,Paklok,,,,,,,8.05644,98.45857,osm,,,,,,
Spa and beauty shop,,Beauty & spa,Chalong,,,,,,,7.85416,98.34466,osm,,,,,,
Spa Burasari,,Beauty & spa,Patong,6676291291,https://spa.burasari.com/index.htm,18/110 Ruamchai Road,,,,7.88793,98.29294,osm,,,,,,
SPARTAK BAR & RESTAURANT,,Restaurant,Rawai,0614511216,,83/19 Ban Rawai-Ban Naihan Road Rawai,,,,7.7794,98.31841,osm,,,,,,
Speed bar & restaurant,,Bar,Rawai,,,,,,,7.77577,98.31886,osm,,,,,,
Spice & Fire,,Restaurant,Karon,+66 85 501 4875,,,Mo-Su 11:00-23:00,,,7.85093,98.29369,osm,,,,,,
Spice & Sea Resort,,Hotel,Kata,+66 88 382 7217,,64/9-37 Kata Road Karon,,,,7.81942,98.30137,osm,,,,,,
Spice House,,Restaurant,Kata,,,,,,,7.82443,98.2976,osm,,,,,,
Spicy Wing Restaurant & Bar,,Restaurant,Airport,,,,,,,8.10105,98.30818,osm,,,,,,
"Splash Beach Resort, Maikhao Phuket",,Hotel,Airport,,,,,,,8.11591,98.30587,osm,,,,,,
Splash Jungle Water Park,,Water park,Airport,,https://splashjunglewaterpark.com/,65 Moo 4 Mai khao Soi 4 Thalang,,,,8.11731,98.30648,osm,,,,,,
Sri Panwa,,Hotel,Cape Panwa,+66 7637 1000,https://sripanwa.com/,88 moo 8 Sakdidej Road Phuket,,,,7.80208,98.41086,osm,,,,,,
Stammtisch,,Restaurant,Rawai,,,,,,,7.78457,98.31739,osm,,,,,,
Star Hotel Patong,,Hotel,Patong,,,,,,,7.88061,98.29331,osm,,,,,,
Star's Fashion,,Tailor,Cape Panwa,,,,,,,7.80565,98.40584,osm,,,,,,
Starbucks,,Café,Airport,+66 65 929 0947,,,Mo-Su 06:30-20:00,,,8.08326,98.34251,osm,,,,,,
Starfish Bar & Restaurant,,Bar,Patong,,,,,,,7.89655,98.30039,osm,,,,,,
Stat Fit Eight,,dojo,Kata,,,,,,,7.80861,98.32933,osm,,,,,,
Stay Wabi Sabi,,Restaurant,Koh Kaew,,,,,,,7.95605,98.37074,osm,,,,,,
STAY Wellbeing & Lifestyle Resort,สเตย์ เวลบีอิ้ง แอนด์ ไลฟ์สไตล์ รีสอร์ท,Hotel,Kata,,https://www.stayphuketresort.com/,56/80 ซอยสุขสันต์ 2 Rawai,,,,7.81062,98.33017,osm,,,,,,
Steak 69,,Restaurant,Karon,,,,,,,7.84127,98.30237,osm,,,,,,
Steak Cowboy,,Café,Kathu,+66870159969,,,,,,7.91052,98.33522,osm,,,,,,
Steak tonight,,Café,Cherngtalay,,,,,,,7.98002,98.29504,osm,,,,,,
Steak Tonight 2,,Restaurant,Old Town,,,,,,,7.89339,98.38589,osm,,,,,,
Steak tonight 3,,Café,Kathu,,,,Mo-Su 16:00-01:00,,,7.89954,98.34676,osm,,,,,,
